COMP ID,Importance,PATHWAY SORTORDER,BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,PLATFORM,CHEMICAL ID,RI,MASS,PUBCHEM,CAS,KEGG,HMDB
38293,1.4187154890497517e-05,1533,(12 or 13)-methylmyristate (a15:0 or i15:0),Lipid,"Fatty Acid, Branched",LC/MS Neg,100002344,5499.0,241.2173,151014,2485-71-4,,
62797,1.4159316920736185e-05,4639,3-ethylcatechol sulfate (2),Xenobiotics,Food Component/Plant,LC/MS Neg,100020852,3555.0,217.0176,,,,
15681,1.4157773571160747e-05,510,4-guanidinobutanoate,Amino Acid,Guanidino and Acetamido Metabolism,LC/MS Pos Early,100000096,2320.0,146.0924,500,463-003;463-00-3,C01035,HMDB03464
48442,1.4105255894608954e-05,4853,4-vinylguaiacol sulfate,Xenobiotics,Food Component/Plant,LC/MS Neg,100006126,3354.0,229.0176,,,,
41220,1.4085811420259662e-05,2517,2-stearoyl-GPE (18:0)*,Lipid,Lysophospholipid,LC/MS Neg,100003901,6350.0,480.3096,,,,HMDB11129
37076,1.4085753359894546e-05,10,N-acetylserine,Amino Acid,"Glycine, Serine and Threonine Metabolism",LC/MS Polar,100001851,2000.0,146.0459,65249,97-14-3,,HMDB02931
57428,1.4082224078993772e-05,3003,hexadecasphingosine (d16:1)*,Lipid,Sphingosines,LC/MS Pos Late,100015723,1289.0,272.2584,,,,
63,1.4058320843395256e-05,3028,cholesterol,Lipid,Sterol,LC/MS Pos Late,266,2707.0,369.3516,11025495,57-88-5,C00187,HMDB00067
62850,1.4005837952534211e-05,1448,tetradecadienoate (14:2)*,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100020343,5292.0,223.1704,5312409,39039-37-7,,HMDB00560
35174,1.3995310168645636e-05,1477,mead acid (20:3n9),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100001472,5650.0,305.2486,5312531,20590-32-3,,HMDB10378
61833,1.3984271595678434e-05,4029,"5,6-dihydrouridine",Nucleotide,"Pyrimidine Metabolism, Uracil containing",LC/MS Neg,100001425,1119.0,245.0779,94312,5627-05-04 00:00:00,,
61798,1.3925224890593869e-05,1703,trans-2-hexenoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),LC/MS Neg,100019884,2707.0,170.0823,,,,
62103,1.3923145423728884e-05,524,cysteinylglycine disulfide*,Amino Acid,Glutathione Metabolism,LC/MS Pos Early,100002466,2547.0,298.0526,,70555-24-7,,HMDB00709
38170,1.3893477293102269e-05,3077,pregnenolone sulfate,Lipid,Pregnenolone Steroids,LC/MS Neg,100002129,5100.0,395.1898,105074,1247-64-9,,HMDB00774
37203,1.38920955872006e-05,3186,"androstenediol (3beta,17beta) disulfate (2)",Lipid,Androgenic Steroids,LC/MS Neg,100001994,4065.0,224.0624,,,,
35320,1.3885225823498207e-05,4288,catechol sulfate,Xenobiotics,Benzoate Metabolism,LC/MS Neg,100001605,1906.0,188.9863,3083879,4918-96-1,,HMDB59724
52608,1.3882062623400511e-05,2044,linoleoyl ethanolamide,Lipid,Endocannabinoid,LC/MS Neg,100006726,6150.0,322.2752,5283446,68171-52-8,,HMDB12252
62558,1.387902681307339e-05,351,1-carboxyethylisoleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Neg,100020427,2628.0,202.1085,,,,
34401,1.3878148971839555e-05,4381,5-acetylamino-6-formylamino-3-methyluracil,Xenobiotics,Xanthine Metabolism,LC/MS Polar,100001402,1424.0,225.0629,108214,85438-96-6,C16365,HMDB11105
46957,1.3876564037280165e-05,4154,gulonate*,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,LC/MS Polar,100001586,2750.0,195.051,152304,20246-53-1,C00257,HMDB03290
62562,1.383459435882263e-05,374,1-carboxyethylvaline,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Neg,100020423,2008.0,188.0928,,,,
64042,1.3807035928087469e-05,4954,4-ethyl-2-methoxyphenol sulfate,Xenobiotics,Food Component/Plant,LC/MS Neg,100021686,3576.0,231.0333,,,,
35137,1.3783310102217213e-05,4000,"N2,N2-dimethylguanosine",Nucleotide,"Purine Metabolism, Guanine containing",LC/MS Pos Early,100001412,2210.0,312.1303,92919,2140-67-2,,HMDB04824
53223,1.3774664816935592e-05,1769,palmitoleoylcarnitine (C16:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",LC/MS Pos Late,100009406,1357.0,398.3265,71464547,,,
32452,1.3710958554930921e-05,1667,propionylcarnitine (C3),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),LC/MS Pos Early,100001162,2590.0,218.1387,107738,17298-37-2,C03017,HMDB00824
6146,1.368291390840129e-05,116,2-aminoadipate,Amino Acid,Lysine Metabolism,LC/MS Pos Early,381,1912.0,162.0761,469,542-32-5;1118-90-7,C00956,HMDB00510
35159,1.367985531362723e-05,520,cysteine-glutathione disulfide,Amino Acid,Glutathione Metabolism,LC/MS Pos Early,100001437,2465.0,427.0952,4247235,13081-14-6,,HMDB00656
37210,1.366640708048826e-05,3183,"androstenediol (3beta,17beta) monosulfate (2)",Lipid,Androgenic Steroids,LC/MS Neg,100002029,4500.0,369.1741,,,,
443,1.3596997760822754e-05,35,aspartate,Amino Acid,Alanine and Aspartate Metabolism,LC/MS Pos Early,234,1165.0,134.0448,5960,56-84-8,C00049,HMDB00191
1567,1.3581995234181414e-05,192,vanillylmandelate (VMA),Amino Acid,Tyrosine Metabolism,LC/MS Neg,1111,941.0,197.0456,1245,55-10-7,C05584,HMDB00291
43493,1.3568579595182274e-05,77,formiminoglutamate,Amino Acid,Histidine Metabolism,LC/MS Pos Early,100002500,1880.0,175.0713,439233,816-90-0,C00439,HMDB00854
48351,1.3529080482105186e-05,3936,N1-methylinosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",LC/MS Pos Early,100001409,1430.0,283.1037,65095,20245-33-4,,HMDB02721
34035,1.3456666777496507e-05,1467,linolenate (18:3n3 or 3n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100001337,5450.0,277.2173,5280934,,C06426,HMDB03073
63057,1.3454780093744806e-05,1726,picolinoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),LC/MS Neg,100021198,1867.0,179.0462,11788622,5616-29-5,,HMDB59766
42448,1.3438837666140829e-05,2279,1-stearoyl-2-oleoyl-GPE (18:0/18:1),Lipid,Phosphatidylethanolamine (PE),LC/MS Pos Late,100001856,2858.0,746.5694,,,,HMDB08993
62276,1.3406977658161923e-05,1585,dodecadienoate (12:2)*,Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,100020478,5146.0,195.1391,,,,
17747,1.3380566822687095e-05,2995,sphingosine,Lipid,Sphingosines,LC/MS Pos Late,297,1393.0,300.2897,5353955,123-78-4,C00319,HMDB00252
63358,1.335096589888188e-05,1807,3-hydroxydecanoylcarnitine,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",LC/MS Pos Late,100021141,961.0,332.2432,,,,HMDB61636
15679,1.334174626793685e-05,260,xanthurenate,Amino Acid,Tryptophan Metabolism,LC/MS Neg,100000015,1476.0,204.0302,5699,59-007,C02470,HMDB00881
63658,1.3329974049942416e-05,5868,glutamine conjugate of C7H12O2*,Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Neg,100020259,3053.0,255.135,,,,
22176,1.3253770765298962e-05,414,cysteine s-sulfate,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Polar,100000808,2273.0,199.9693,115015,1637-71-4,C05824,HMDB00731
63359,1.3249192124578758e-05,4502,levulinoylcarnitine,Xenobiotics,Food Component/Plant,LC/MS Pos Early,100021140,2520.0,260.1493,,,,
33939,1.32300900921792e-05,17,N-acetylthreonine,Amino Acid,"Glycine, Serine and Threonine Metabolism",LC/MS Neg,100001274,821.6,160.0615,152204,17093-74-2,,HMDB62557
1124,1.3221778502320508e-05,2063,myo-inositol,Lipid,Inositol Metabolism,LC/MS Polar,363,3506.3,225.0616,892,87-89-8,C00137,HMDB00211
55072,1.3206223991583308e-05,440,2-oxoarginine*,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,100002784,1760.0,174.0873,558,3715-10-04 00:00:00,C03771,HMDB04225
33969,1.3168988344805232e-05,1455,stearidonate (18:4n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100001229,5395.0,275.2017,5312508,111174-40-4,C16300,HMDB06547
62524,1.3152173320200736e-05,4576,dihydrocaffeate sulfate (2),Xenobiotics,Food Component/Plant,LC/MS Polar,100020822,1328.0,261.0074,,,,
1585,1.3145702234312494e-05,30,N-acetylalanine,Amino Acid,Alanine and Aspartate Metabolism,LC/MS Polar,1110,1564.8,130.05100000000002,88064,97-69-8,C02847,HMDB00766
36600,1.3141978450826485e-05,2520,1-linoleoyl-GPE (18:2)*,Lipid,Lysophospholipid,LC/MS Pos Late,100001570,1482.0,478.2928,52925130,,,HMDB11507
63853,1.3139626383910016e-05,4949,vanillic acid glycine,Xenobiotics,Food Component/Plant,LC/MS Neg,100021363,1682.0,224.0564,3083688,,,HMDB60026
35157,1.3107447263150727e-05,3972,N6-carbamoylthreonyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",LC/MS Neg,100001415,2164.0,411.12699999999995,161466,24719-82-2,,HMDB41623
37506,1.3096095049071601e-05,2939,palmitoyl sphingomyelin (d18:1/16:0),Lipid,Sphingomyelins,LC/MS Pos Late,100002107,2168.0,703.5749,9939941,6254-89-3,,
48149,1.3087054618905524e-05,1335,N-acetylglucosaminylasparagine,Carbohydrate,Aminosugar Metabolism,LC/MS Pos Early,1215,1212.0,336.1402,123826,2776-93-4,C04540,HMDB00489
57513,1.3076919319372096e-05,1754,arachidoylcarnitine (C20)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",LC/MS Pos Late,100015833,1512.0,456.4047,,,,HMDB06460
531,1.3053292749908357e-05,3013,3-hydroxy-3-methylglutarate,Lipid,Mevalonate Metabolism,LC/MS Polar,112,2850.0,161.0456,1662,503-49-1,C03761,HMDB00355
22158,1.3048276682892615e-05,61,citramalate,Amino Acid,Glutamate Metabolism,LC/MS Pos Early,100000998,1224.0,166.071,1081,6236-10-08 00:00:00,C00815,HMDB00426
35160,1.3032131580954865e-05,1770,oleoylcarnitine (C18:1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",LC/MS Pos Late,100001501,1423.0,426.3578,6441392,38677-66-6,,HMDB05065
34437,1.3029775395673254e-05,2558,1-stearoyl-GPG (18:0),Lipid,Lysophospholipid,LC/MS Neg,100001462,5816.0,511.3041,,,,
33968,1.3022330660960377e-05,1403,5-dodecenoate (12:1n7),Lipid,Medium Chain Fatty Acid,LC/MS Neg,100001232,5224.0,197.1547,5312378,2430-94-6,,HMDB00529
57747,1.2995583587029235e-05,328,3-methylglutaconate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Polar,100002458,2700.0,99.0452,1551553,5746-90-7,,HMDB00522
37202,1.298625115765727e-05,3185,"androstenediol (3beta,17beta) disulfate (1)",Lipid,Androgenic Steroids,LC/MS Neg,100001992,3740.0,224.0618,87120982,,C04295,HMDB03818
52938,1.2983154689248941e-05,1864,3-hydroxystearate,Lipid,"Fatty Acid, Monohydroxy",LC/MS Neg,100008933,5674.0,299.2592,5282907,45261-96-9,,
18280,1.298311240671068e-05,209,gentisate,Amino Acid,Tyrosine Metabolism,LC/MS Polar,100000447,905.0,153.0193,3469,490-79-9,C00628,HMDB00152
47153,1.2956028577063331e-05,2965,"sphingomyelin (d18:1/24:1, d18:2/24:0)*",Lipid,Sphingomyelins,LC/MS Pos Late,100005986,3033.0,813.6844,,94359-13-4,,HMDB12107
15586,1.2938478828663464e-05,1207,maltose,Carbohydrate,Glycogen Metabolism,LC/MS Polar,913,3329.4,387.1144,10991489,6363-53-7,C00208,HMDB00163
1419,1.2916433474137186e-05,503,5-methylthioadenosine (MTA),Amino Acid,Polyamine Metabolism,LC/MS Pos Early,212,2752.0,298.0968,439176,2457-80-9,C00170,HMDB01173
33936,1.2904329534824979e-05,1740,octanoylcarnitine (C8),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",LC/MS Pos Late,100001247,950.0,288.2169,123701,3671-77-0,C02838,HMDB00791
46115,1.2883106581626066e-05,3087,21-hydroxypregnenolone disulfate,Lipid,Pregnenolone Steroids,LC/MS Neg,100001999,3935.0,245.0671,134595,1164-98-3,,
40062,1.2803880160117164e-05,1560,4-hydroxy-2-oxoglutaric acid,Lipid,"Fatty Acid, Dicarboxylate",LC/MS Polar,100002537,3073.0,161.0092,599,1187-99-1,C01127,HMDB02070
62564,1.279023893018459e-05,157,1-carboxyethyltyrosine,Amino Acid,Tyrosine Metabolism,LC/MS Neg,100020421,1846.0,252.0877,,,,
62566,1.2775069473060512e-05,139,1-carboxyethylphenylalanine,Amino Acid,Phenylalanine Metabolism,LC/MS Neg,100020419,2844.0,236.0928,,,,
62984,1.2756112202709048e-05,2970,palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0),Lipid,Ceramide PEs,LC/MS Pos Late,100021162,2207.0,661.5279,,,,
53195,1.2731497576459989e-05,2125,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,Lipid,Phosphatidylcholine (PC),LC/MS Pos Late,100009139,1914.0,754.5381,,,,HMDB07883
17769,1.270543963756002e-05,2844,sphinganine,Lipid,Sphingolipid Synthesis,LC/MS Pos Late,313,1413.0,302.3054,3126,3102-56-5,C00836,HMDB00269
