COMP ID,Importance,PATHWAY SORTORDER,BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,PLATFORM,CHEMICAL ID,RI,MASS,PUBCHEM,CAS,KEGG,HMDB
47076,1.7690796981895808e-05,1365,citraconate/glutaconate,Energy,TCA Cycle,LC/MS Polar,100006438,2600.0,129.0194,,,,
32415,1.7642888834525033e-05,1475,docosadienoate (22:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100001182,6034.0,335.2956,5282807,7370-49-2,C16533,HMDB61714
46165,1.7584912742988015e-05,4292,3-methyl catechol sulfate (1),Xenobiotics,Benzoate Metabolism,LC/MS Neg,100004112,2790.0,203.002,,,,
62566,1.7504199086939667e-05,139,1-carboxyethylphenylalanine,Amino Acid,Phenylalanine Metabolism,LC/MS Neg,100020419,2844.0,236.0928,,,,
53254,1.7235801123432885e-05,4935,caffeic acid sulfate,Xenobiotics,Food Component/Plant,LC/MS Polar,100009337,1307.0,258.9918,,,,HMDB41708
62564,1.720056548176488e-05,157,1-carboxyethyltyrosine,Amino Acid,Tyrosine Metabolism,LC/MS Neg,100020421,1846.0,252.0877,,,,
32457,1.719852243099359e-05,1860,3-hydroxylaurate,Lipid,"Fatty Acid, Monohydroxy",LC/MS Neg,100001112,5175.0,215.1653,94216,53941-38-1,,HMDB00387
34404,1.7119484568999645e-05,4376,"1,3,7-trimethylurate",Xenobiotics,Xanthine Metabolism,LC/MS Neg,100001397,1985.0,209.06799999999998,79437,5415-44-1,C16361,HMDB02123
38768,1.7095339456190853e-05,1538,(14 or 15)-methylpalmitate (a17:0 or i17:0),Lipid,"Fatty Acid, Branched",LC/MS Neg,100002945,5695.0,269.2487,,,,
38296,1.7024333562860006e-05,1544,(16 or 17)-methylstearate (a19:0 or i19:0),Lipid,"Fatty Acid, Branched",LC/MS Neg,100002356,5993.0,297.2799,3083779,2724-59-6,,HMDB37397
1365,1.7006291146619867e-05,1406,myristate (14:0),Lipid,Long Chain Saturated Fatty Acid,LC/MS Neg,519,5440.0,227.2017,11005,544-63-8,C06424,HMDB00806
34035,1.6985975009766705e-05,1467,linolenate (18:3n3 or 3n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100001337,5450.0,277.2173,5280934,,C06426,HMDB03073
32401,1.695175611187342e-05,4122,trigonelline (N'-methylnicotinate),Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,LC/MS Pos Early,100001092,1388.0,138.055,5570,535-83-1,C01004,HMDB00875
21158,1.681540245952718e-05,1861,3-hydroxymyristate,Lipid,"Fatty Acid, Monohydroxy",LC/MS Neg,100000882,5335.0,243.1966,16064,3422-31-9,,
52608,1.6750355709082236e-05,2044,linoleoyl ethanolamide,Lipid,Endocannabinoid,LC/MS Neg,100006726,6150.0,322.2752,5283446,68171-52-8,,HMDB12252
63072,1.6715934831572136e-05,4294,4-ethylcatechol sulfate,Xenobiotics,Benzoate Metabolism,LC/MS Neg,100020536,3379.0,217.0176,,,,
35675,1.6696905275189037e-05,1843,2-hydroxypalmitate,Lipid,"Fatty Acid, Monohydroxy",LC/MS Neg,100001579,5511.2,271.2279,92836,764-67-0,,HMDB31057
18335,1.6641729257677915e-05,4645,quinate,Xenobiotics,Food Component/Plant,LC/MS Polar,100000442,2432.9,191.0561,6508,77-95-2,C00296,HMDB03072
21132,1.662448797800413e-05,4515,"2,3-dihydroxypyridine",Xenobiotics,Food Component/Plant,LC/MS Pos Early,100000861,1420.0,112.0393,28115,16867-04-2,,
42448,1.6616140066810846e-05,2279,1-stearoyl-2-oleoyl-GPE (18:0/18:1),Lipid,Phosphatidylethanolamine (PE),LC/MS Pos Late,100001856,2858.0,746.5694,,,,HMDB08993
15681,1.659957425913444e-05,510,4-guanidinobutanoate,Amino Acid,Guanidino and Acetamido Metabolism,LC/MS Pos Early,100000096,2320.0,146.0924,500,463-003;463-00-3,C01035,HMDB03464
62805,1.6551279930912822e-05,401,"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Neg,100020893,1156.0,177.0227,,,,
20676,1.642008442060088e-05,1567,maleate,Lipid,"Fatty Acid, Dicarboxylate",LC/MS Polar,100000707,2640.0,115.0037,444266,110-16-7,C01384,HMDB00176
1669,1.629806546033895e-05,166,4-hydroxyphenylpyruvate,Amino Acid,Tyrosine Metabolism,LC/MS Neg,1141,1690.0,179.035,979,156-39-8,C01179,HMDB00707
33968,1.6227348974694305e-05,1403,5-dodecenoate (12:1n7),Lipid,Medium Chain Fatty Acid,LC/MS Neg,100001232,5224.0,197.1547,5312378,2430-94-6,,HMDB00529
48442,1.6155297766054666e-05,4853,4-vinylguaiacol sulfate,Xenobiotics,Food Component/Plant,LC/MS Neg,100006126,3354.0,229.0176,,,,
62796,1.611801234198325e-05,4638,3-ethylcatechol sulfate (1),Xenobiotics,Food Component/Plant,LC/MS Neg,100020851,3422.0,217.0176,,,,
42092,1.6084286505810782e-05,1714,N-palmitoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),LC/MS Neg,100003686,5580.0,312.2544,151008,2441-41-0,,HMDB13034
62276,1.6011038897868297e-05,1585,dodecadienoate (12:2)*,Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,100020478,5146.0,195.1391,,,,
39609,1.599009277627256e-05,1885,16-hydroxypalmitate,Lipid,"Fatty Acid, Monohydroxy",LC/MS Neg,100002953,5236.2,271.2279,10466,506-13-8,C18218,HMDB06294
46111,1.5885149733286294e-05,4291,guaiacol sulfate,Xenobiotics,Benzoate Metabolism,LC/MS Neg,100004208,2344.0,203.002,22473,,,HMDB60013
63853,1.585891226947271e-05,4949,vanillic acid glycine,Xenobiotics,Food Component/Plant,LC/MS Neg,100021363,1682.0,224.0564,3083688,,,HMDB60026
34389,1.5731745491031756e-05,4377,1-methylxanthine,Xenobiotics,Xanthine Metabolism,LC/MS Pos Early,100001405,1500.0,167.0564,80220,6136-37-4,C16358,HMDB10738
569,1.569535193059382e-05,4367,caffeine,Xenobiotics,Xanthine Metabolism,LC/MS Pos Early,849,2106.0,195.0877,2519,58-08-2,C07481,HMDB01847
1124,1.5634382907401668e-05,2063,myo-inositol,Lipid,Inositol Metabolism,LC/MS Polar,363,3506.3,225.0616,892,87-89-8,C00137,HMDB00211
34395,1.5628273923308613e-05,4371,1-methylurate,Xenobiotics,Xanthine Metabolism,LC/MS Pos Early,100001400,1461.0,183.0513,69726,708-79-2,C16359,HMDB03099
63057,1.560925500045712e-05,1726,picolinoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),LC/MS Neg,100021198,1867.0,179.0462,11788622,5616-29-5,,HMDB59766
47114,1.5604879541452774e-05,4642,ferulic acid 4-sulfate,Xenobiotics,Food Component/Plant,LC/MS Neg,100005389,1200.0,273.0074,6305574,86321-29-1,,HMDB29200
531,1.551852816415931e-05,3013,3-hydroxy-3-methylglutarate,Lipid,Mevalonate Metabolism,LC/MS Polar,112,2850.0,161.0456,1662,503-49-1,C03761,HMDB00355
22158,1.5500775504450733e-05,61,citramalate,Amino Acid,Glutamate Metabolism,LC/MS Pos Early,100000998,1224.0,166.071,1081,6236-10-08 00:00:00,C00815,HMDB00426
48696,1.540329589250384e-05,4402,maltol sulfate,Xenobiotics,Food Component/Plant,LC/MS Neg,100006106,1503.0,204.9812,,,,
38293,1.5387543404423442e-05,1533,(12 or 13)-methylmyristate (a15:0 or i15:0),Lipid,"Fatty Acid, Branched",LC/MS Neg,100002344,5499.0,241.2173,151014,2485-71-4,,
36752,1.5382981009569117e-05,101,N6-acetyllysine,Amino Acid,Lysine Metabolism,LC/MS Neg,100001734,1059.0,187.1088,92832,692-04-6,C02727,HMDB00206
35174,1.52762335093396e-05,1477,mead acid (20:3n9),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100001472,5650.0,305.2486,5312531,20590-32-3,,HMDB10378
53243,1.52664381061947e-05,227,catechol glucuronide,Amino Acid,Tyrosine Metabolism,LC/MS Neg,100009326,1742.0,285.0616,75124209,,,
15720,1.5220334594422562e-05,45,N-acetylglutamate,Amino Acid,Glutamate Metabolism,LC/MS Polar,100000282,3106.0,188.0564,70914,5817-08-03 00:00:00,C00624,HMDB01138
61843,1.52174697322229e-05,1865,3-hydroxyoleate*,Lipid,"Fatty Acid, Monohydroxy",LC/MS Neg,100019966,5508.0,297.2435,,,,
63264,1.5193766736914357e-05,5890,pentose acid*,Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Polar,100021467,2180.0,165.0405,,,,
43338,1.5187402972838966e-05,4770,2-furoic acid,Xenobiotics,Food Component/Plant,LC/MS Neg,100004211,960.0,111.0088,6919,88-14-2,C01546,HMDB00617
1567,1.5162337631809668e-05,192,vanillylmandelate (VMA),Amino Acid,Tyrosine Metabolism,LC/MS Neg,1111,941.0,197.0456,1245,55-10-7,C05584,HMDB00291
46957,1.514987167069779e-05,4154,gulonate*,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,LC/MS Polar,100001586,2750.0,195.051,152304,20246-53-1,C00257,HMDB03290
44620,1.5086754788765375e-05,4305,4-acetylphenyl sulfate,Xenobiotics,Benzoate Metabolism,LC/MS Neg,100000711,2375.0,215.002,4684006,,,
62873,1.5065923425180086e-05,1395,cis-4-decenoate (10:1n6)*,Lipid,Medium Chain Fatty Acid,LC/MS Neg,100002796,4890.0,169.1234,5312351,505-90-8,,
35320,1.5044669920409547e-05,4288,catechol sulfate,Xenobiotics,Benzoate Metabolism,LC/MS Neg,100001605,1906.0,188.9863,3083879,4918-96-1,,HMDB59724
63359,1.5022618590314478e-05,4502,levulinoylcarnitine,Xenobiotics,Food Component/Plant,LC/MS Pos Early,100021140,2520.0,260.1493,,,,
601,1.4999553483918054e-05,4013,dihydroorotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",LC/MS Polar,923,1910.0,157.0255,648,155-54-4,C00337,HMDB03349
32452,1.4960427349335128e-05,1667,propionylcarnitine (C3),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),LC/MS Pos Early,100001162,2590.0,218.1387,107738,17298-37-2,C03017,HMDB00824
32425,1.4939386202606274e-05,3163,dehydroepiandrosterone sulfate (DHEA-S),Lipid,Androgenic Steroids,LC/MS Neg,100000792,4745.0,367.1585,12594,651-48-9,C04555,HMDB01032
36845,1.4927847989367139e-05,4342,o-cresol sulfate,Xenobiotics,Benzoate Metabolism,LC/MS Neg,100001806,2796.0,187.0071,11615528,,,
48182,1.4922663950799077e-05,1768,myristoleoylcarnitine (C14:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",LC/MS Pos Late,100006051,1316.0,370.2947,90659872,889848-55-9,,
46173,1.4914199438021717e-05,1346,aconitate [cis or trans],Energy,TCA Cycle,LC/MS Neg,100001359,580.0,173.0092,,,,
38625,1.4893429164899334e-05,2025,stearoyl ethanolamide,Lipid,Endocannabinoid,LC/MS Pos Late,100002254,1787.0,328.32099999999997,27902,111-57-9,,HMDB13078
32619,1.485611651368837e-05,3093,pregnenediol sulfate (C21H34O5S)*,Lipid,Pregnenolone Steroids,LC/MS Neg,100002067,5000.0,397.2054,,1247-64-9,,
55072,1.4837722221534897e-05,440,2-oxoarginine*,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,100002784,1760.0,174.0873,558,3715-10-04 00:00:00,C03771,HMDB04225
34400,1.482113204607937e-05,4374,"1,7-dimethylurate",Xenobiotics,Xanthine Metabolism,LC/MS Polar,100001399,1417.2,195.0524,91611,33868-03-0,C16356,HMDB11103
37211,1.4813225041349878e-05,3182,"androstenediol (3beta,17beta) monosulfate (1)",Lipid,Androgenic Steroids,LC/MS Neg,100002028,4535.0,369.1741,13847309,521-17-5,,HMDB03818
52938,1.4700420960440957e-05,1864,3-hydroxystearate,Lipid,"Fatty Acid, Monohydroxy",LC/MS Neg,100008933,5674.0,299.2592,5282907,45261-96-9,,
18280,1.4698647962921117e-05,209,gentisate,Amino Acid,Tyrosine Metabolism,LC/MS Polar,100000447,905.0,153.0193,3469,490-79-9,C00628,HMDB00152
62952,1.4628582551790992e-05,1912,"3,4-dihydroxybutyrate",Lipid,"Fatty Acid, Dihydroxy",LC/MS Polar,100001730,2204.0,119.035,,51267-44-8,,
62524,1.4598204782882414e-05,4576,dihydrocaffeate sulfate (2),Xenobiotics,Food Component/Plant,LC/MS Polar,100020822,1328.0,261.0074,,,,
53223,1.4582318298979503e-05,1769,palmitoleoylcarnitine (C16:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",LC/MS Pos Late,100009406,1357.0,398.3265,71464547,,,
32391,1.4549503427677904e-05,4373,"1,3-dimethylurate",Xenobiotics,Xanthine Metabolism,LC/MS Neg,100001106,1671.4,195.0524,70346,944-73-0,,HMDB01857
62103,1.4519230689399887e-05,524,cysteinylglycine disulfide*,Amino Acid,Glutathione Metabolism,LC/MS Pos Early,100002466,2547.0,298.0526,,70555-24-7,,HMDB00709
62922,1.4482895317391051e-05,3095,pregnenetriol sulfate*,Lipid,Pregnenolone Steroids,LC/MS Neg,100021103,4749.0,413.2003,,,,
62924,1.4440121686587096e-05,4050,3-(3-amino-3-carboxypropyl)uridine*,Nucleotide,"Pyrimidine Metabolism, Uracil containing",LC/MS Neg,100001426,1369.0,344.1099,171198,52745-94-5,,
63048,1.4436017830135814e-05,4993,lactobacillic acid,Xenobiotics,Bacterial/Fungal,LC/MS Neg,100021065,5822.0,295.2643,10417,503-06-0,,
33969,1.4359490841586562e-05,1455,stearidonate (18:4n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100001229,5395.0,275.2017,5312508,111174-40-4,C16300,HMDB06547
52446,1.4351152898591627e-05,2283,1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,Lipid,Phosphatidylethanolamine (PE),LC/MS Pos Late,100008976,2522.0,744.5538,9546749,,,HMDB08994
63436,1.434191326861712e-05,1397,(2 or 3)-decenoate (10:1n7 or n8),Lipid,Medium Chain Fatty Acid,LC/MS Neg,100021502,4990.0,169.1234,,,,
54910,1.4331199490935956e-05,191,vanillactate,Amino Acid,Tyrosine Metabolism,LC/MS Neg,100006129,1625.0,211.0612,160637,2475-56-1,,HMDB00913
37207,1.4326634835732407e-05,3189,"androstenediol (3alpha, 17alpha) monosulfate (2)",Lipid,Androgenic Steroids,LC/MS Neg,100002026,4712.0,369.1741,,,,
48752,1.4290848279343321e-05,4325,3-methoxycatechol sulfate (2),Xenobiotics,Benzoate Metabolism,LC/MS Neg,100006376,2200.0,218.9969,,,,
38165,1.4269526861861188e-05,2024,palmitoyl ethanolamide,Lipid,Endocannabinoid,LC/MS Neg,1489,6300.0,298.2752,4671,544-31-0,C16512,HMDB02100
34424,1.4262572135383171e-05,4380,5-acetylamino-6-amino-3-methyluracil,Xenobiotics,Xanthine Metabolism,LC/MS Polar,100001403,1710.0,197.06799999999998,88299,1196153-01-1,C16366,HMDB04400
35132,1.420002983260966e-05,4059,3-methylcytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",LC/MS Pos Early,100001466,2176.0,258.1085,159649,21028-20-6,,
39732,1.4192794668499658e-05,2034,N-oleoyltaurine,Lipid,Endocannabinoid,LC/MS Neg,100003119,5610.0,388.2527,6437033,52514-04-2,,
64042,1.4178671275589782e-05,4954,4-ethyl-2-methoxyphenol sulfate,Xenobiotics,Food Component/Plant,LC/MS Neg,100021686,3576.0,231.0333,,,,
19263,1.414992448627056e-05,2262,1-palmitoyl-2-oleoyl-GPE (16:0/18:1),Lipid,Phosphatidylethanolamine (PE),LC/MS Pos Late,1526,2509.0,718.5381,5283496,26662-94-2,,HMDB05320
48428,1.4129165990540808e-05,4854,pyrraline,Xenobiotics,Food Component/Plant,LC/MS Pos Early,100001767,2750.0,255.1339,122228,74509-14-1,,HMDB33143
48782,1.4094685952079285e-05,245,C-glycosyltryptophan,Amino Acid,Tryptophan Metabolism,LC/MS Pos Early,100006379,2700.0,367.15,10981970,180509-18-6,,
43493,1.4026007836971077e-05,77,formiminoglutamate,Amino Acid,Histidine Metabolism,LC/MS Pos Early,100002500,1880.0,175.0713,439233,816-90-0,C00439,HMDB00854
45970,1.4017961979031913e-05,2555,1-palmitoyl-GPG (16:0)*,Lipid,Lysophospholipid,LC/MS Neg,100005717,5570.0,483.2728,3300276,,,
62060,1.4005566495342363e-05,41,hydroxyasparagine,Amino Acid,Alanine and Aspartate Metabolism,LC/MS Pos Early,100020205,1149.0,149.0557,97663,,C03124,HMDB32332
33950,1.395781384835823e-05,134,N-acetylphenylalanine,Amino Acid,Phenylalanine Metabolism,LC/MS Pos Early,100001256,2680.0,208.0968,74839,2018-61-3,C03519,HMDB00512
38102,1.3885903892239508e-05,2021,oleoyl ethanolamide,Lipid,Endocannabinoid,LC/MS Neg,1137,6450.0,324.2908,5283454,11-58-0;111-58-0,,HMDB02088
542,1.3851129291038569e-05,1817,3-hydroxybutyrate (BHBA),Lipid,Ketone Bodies,LC/MS Polar,254,1480.0,103.0401,441,625-72-9,C01089,HMDB00357
57747,1.3828576349014303e-05,328,3-methylglutaconate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Polar,100002458,2700.0,99.0452,1551553,5746-90-7,,HMDB00522
33442,1.3807372788322723e-05,4028,pseudouridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",LC/MS Neg,821,1100.0,243.0623,15047,1445-07-4,C02067,HMDB00767
57547,1.380366043248632e-05,382,"2,3-dihydroxy-2-methylbutyrate",Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Neg,100010869,787.0,133.0506,301941,14868-24-7,,HMDB29576
40703,1.376974327082036e-05,884,prolylglycine,Peptide,Dipeptide,LC/MS Pos Early,100003674,2136.0,173.0921,6426709,2578-57-6,,HMDB11178
18362,1.375019968087396e-05,1575,azelate (C9-DC),Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,2029,1276.0,187.0976,2266,123-99-9,C08261,HMDB00784
18394,1.3735650740159417e-05,4370,theophylline,Xenobiotics,Xanthine Metabolism,LC/MS Neg,100000437,2356.9,179.0575,2153,58-55-9,C07130,HMDB01889
15745,1.3699154354954068e-05,364,methylsuccinate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Polar,2051,2800.0,131.035,10349,498-21-5,,HMDB01844
18254,1.3670697201789902e-05,4368,paraxanthine,Xenobiotics,Xanthine Metabolism,LC/MS Neg,100000453,2279.0,179.0575,4687,611-59-6,C13747,HMDB01860
37203,1.3612683757145514e-05,3186,"androstenediol (3beta,17beta) disulfate (2)",Lipid,Androgenic Steroids,LC/MS Neg,100001994,4065.0,224.0624,,,,
52447,1.360439089574385e-05,2292,1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),Lipid,Phosphatidylethanolamine (PE),LC/MS Pos Late,100008977,2424.0,768.5538,5289133,,,HMDB09003
3147,1.3567329299489562e-05,3931,xanthine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",LC/MS Polar,1004,2023.0,151.0262,1188,69-89-6,C00385,HMDB00292
33422,1.3564522849665465e-05,586,gamma-glutamylphenylalanine,Peptide,Gamma-glutamyl Amino Acid,LC/MS Pos Early,100000491,2992.0,295.1289,111299,7432-24-8,,HMDB00594
1898,1.3533682259288028e-05,444,proline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,480,1603.0,116.0706,145742,147-85-3,C00148,HMDB00162
48153,1.3506494046208507e-05,1260,mannose,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",LC/MS Polar,803,2200.0,225.0616,18950,3458-28-4,C00159,HMDB00169
37076,1.3503268059439526e-05,10,N-acetylserine,Amino Acid,"Glycine, Serine and Threonine Metabolism",LC/MS Polar,100001851,2000.0,146.0459,65249,97-14-3,,HMDB02931
61798,1.3491206629756943e-05,1703,trans-2-hexenoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),LC/MS Neg,100019884,2707.0,170.0823,,,,
35137,1.348205309118651e-05,4000,"N2,N2-dimethylguanosine",Nucleotide,"Purine Metabolism, Guanine containing",LC/MS Pos Early,100001412,2210.0,312.1303,92919,2140-67-2,,HMDB04824
38276,1.345290625127664e-05,4514,"2,3-dihydroxyisovalerate",Xenobiotics,Food Component/Plant,LC/MS Polar,100002417,1050.0,133.0506,677,1756-18-9,C04039,HMDB12141
44675,1.344852644235345e-05,1461,docosahexaenoate (DHA; 22:6n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100000665,5525.0,327.233,445580,6217-54-5,C06429,HMDB02183
48434,1.3441840903882653e-05,453,N-acetylcitrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Neg,100001577,940.0,216.09900000000002,656979,33965-42-3,C15532,HMDB00856
32350,1.3438823550686013e-05,86,1-methyl-4-imidazoleacetate,Amino Acid,Histidine Metabolism,LC/MS Pos Early,100001208,2064.0,141.0659,75810,2625-49-2,C05828,HMDB02820
