COMP ID,Importance,PATHWAY SORTORDER,BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,PLATFORM,CHEMICAL ID,RI,MASS,PUBCHEM,CAS,KEGG,HMDB
57483,1.567837719782538e-05,2952,"sphingomyelin (d17:2/16:0, d18:2/15:0)*",Lipid,Sphingomyelins,LC/MS Pos Late,100015793,1837.0,687.5436,,,,
38296,1.5628861725161893e-05,1544,(16 or 17)-methylstearate (a19:0 or i19:0),Lipid,"Fatty Acid, Branched",LC/MS Neg,100002356,5993.0,297.2799,3083779,2724-59-6,,HMDB37397
33971,1.5604855950663428e-05,1430,10-heptadecenoate (17:1n7),Lipid,Long Chain Monounsaturated Fatty Acid,LC/MS Neg,100001278,5555.0,267.233,5312435,29743-97-3,,HMDB60038
32401,1.558531017163551e-05,4122,trigonelline (N'-methylnicotinate),Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,LC/MS Pos Early,100001092,1388.0,138.055,5570,535-83-1,C01004,HMDB00875
57652,1.558078153891898e-05,1464,hexadecadienoate (16:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100009394,5398.0,251.2017,13932172,28290-73-5,,HMDB00477
6146,1.5570411642366395e-05,116,2-aminoadipate,Amino Acid,Lysine Metabolism,LC/MS Pos Early,381,1912.0,162.0761,469,542-32-5;1118-90-7,C00956,HMDB00510
1105,1.5548384501239947e-05,1465,linoleate (18:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,180,5535.0,279.233,5280450,60-33-3,C01595,HMDB00673
33447,1.553207184366042e-05,1428,palmitoleate (16:1n7),Lipid,Long Chain Monounsaturated Fatty Acid,LC/MS Neg,452,5475.0,253.2173,445638,373-49-9,C08362,HMDB03229
32562,1.550434812943436e-05,3094,pregnen-diol disulfate*,Lipid,Pregnenolone Steroids,LC/MS Neg,100001993,3868.0,238.0775,,,,
1649,1.549244547407694e-05,370,valine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Neg,566,909.4,116.0717,6287,72-18-4,C00183,HMDB00883
1125,1.543649205430915e-05,345,isoleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Pos Early,376,2800.0,132.1019,6306,73-32-5,C00407,HMDB00172
33587,1.542441911215713e-05,1441,eicosenoate (20:1n9 or 1n11),Lipid,Long Chain Monounsaturated Fatty Acid,LC/MS Neg,100001335,5950.0,309.2799,5282768,,C16526,HMDB02231
61771,1.540439423443219e-05,4706,2-furoylcarnitine,Xenobiotics,Food Component/Plant,LC/MS Pos Early,100016070,2672.0,256.118,,,,
63,1.540252438792871e-05,3028,cholesterol,Lipid,Sterol,LC/MS Pos Late,266,2707.0,369.3516,11025495,57-88-5,C00187,HMDB00067
63683,1.529045085747735e-05,5900,"branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*",Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Neg,100021709,5261.0,197.1546,,,,
52285,1.5283570243557912e-05,1432,oleate/vaccenate (18:1),Lipid,Long Chain Monounsaturated Fatty Acid,LC/MS Neg,100008930,5655.0,281.2486,,,,
18394,1.5189604950158174e-05,4370,theophylline,Xenobiotics,Xanthine Metabolism,LC/MS Neg,100000437,2356.9,179.0575,2153,58-55-9,C07130,HMDB01889
1361,1.5174805564048343e-05,1408,pentadecanoate (15:0),Lipid,Long Chain Saturated Fatty Acid,LC/MS Neg,980,5521.0,241.2173,13849,1002-84-2;10002-84-2,C16537,HMDB00826
1356,1.506362683404554e-05,1415,nonadecanoate (19:0),Lipid,Long Chain Saturated Fatty Acid,LC/MS Neg,892,6068.0,297.2799,12591,646-30-0,C16535,HMDB00772
32415,1.5011606862934348e-05,1475,docosadienoate (22:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100001182,6034.0,335.2956,5282807,7370-49-2,C16533,HMDB61714
37209,1.5008368768815713e-05,3190,"androstenediol (3alpha, 17alpha) monosulfate (3)",Lipid,Androgenic Steroids,LC/MS Neg,100002027,5180.0,369.1741,,,,
34424,1.5004919036105048e-05,4380,5-acetylamino-6-amino-3-methyluracil,Xenobiotics,Xanthine Metabolism,LC/MS Polar,100001403,1710.0,197.06799999999998,88299,1196153-01-1,C16366,HMDB04400
37478,1.4996612054154566e-05,1474,docosapentaenoate (n6 DPA; 22:5n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100001580,5624.5,329.2486,6441454,25182-74-5,C16513,HMDB01976
63236,1.4996158794854465e-05,5753,3-hydroxypyridine glucuronide,Xenobiotics,Chemical,LC/MS Neg,100020591,1080.0,270.0619,,,,
62947,1.4981673092807163e-05,467,"N,N,N-trimethyl-alanylproline betaine (TMAP)",Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,100020217,2470.0,229.1547,,,,
47076,1.4977170719086443e-05,1365,citraconate/glutaconate,Energy,TCA Cycle,LC/MS Polar,100006438,2600.0,129.0194,,,,
62276,1.4944024234048078e-05,1585,dodecadienoate (12:2)*,Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,100020478,5146.0,195.1391,,,,
31536,1.4915178256368456e-05,4705,N-(2-furoyl)glycine,Xenobiotics,Food Component/Plant,LC/MS Pos Early,100001086,1600.0,170.0448,21863,5657-19-2;5657-19-2,,HMDB00439
22132,1.4885128037166355e-05,309,alpha-hydroxyisocaproate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Neg,100000706,1840.0,131.0714,83697,10303-64-7,C03264,HMDB00746
35718,1.487112285901332e-05,1470,dihomolinolenate (20:3n3 or 3n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100001739,5596.0,305.2486,5280581,17046-59-2,C03242,HMDB02925
62924,1.4837552601493118e-05,4050,3-(3-amino-3-carboxypropyl)uridine*,Nucleotide,"Pyrimidine Metabolism, Uracil containing",LC/MS Neg,100001426,1369.0,344.1099,171198,52745-94-5,,
1561,1.4831542028813677e-05,4157,alpha-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,LC/MS Pos Late,1105,2522.0,430.3782,14985,59-02-9;10191-41-0,C02477,HMDB01893
61833,1.4743989266086113e-05,4029,"5,6-dihydrouridine",Nucleotide,"Pyrimidine Metabolism, Uracil containing",LC/MS Neg,100001425,1119.0,245.0779,94312,5627-05-04 00:00:00,,
34407,1.4723317181244627e-05,316,isovalerylcarnitine (C5),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Pos Early,100001393,3085.0,246.17,6426851,31023-24-2,,HMDB00688
34395,1.471642041254404e-05,4371,1-methylurate,Xenobiotics,Xanthine Metabolism,LC/MS Pos Early,100001400,1461.0,183.0513,69726,708-79-2,C16359,HMDB03099
32452,1.470833394592945e-05,1667,propionylcarnitine (C3),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),LC/MS Pos Early,100001162,2590.0,218.1387,107738,17298-37-2,C03017,HMDB00824
38768,1.4688609942551338e-05,1538,(14 or 15)-methylpalmitate (a17:0 or i17:0),Lipid,"Fatty Acid, Branched",LC/MS Neg,100002945,5695.0,269.2487,,,,
21132,1.4674425859955764e-05,4515,"2,3-dihydroxypyridine",Xenobiotics,Food Component/Plant,LC/MS Pos Early,100000861,1420.0,112.0393,28115,16867-04-2,,
47154,1.4666631764882948e-05,2950,"sphingomyelin (d18:2/14:0, d18:1/14:1)*",Lipid,Sphingomyelins,LC/MS Pos Late,100005985,1860.0,673.5279,,,,
18254,1.4658055204421534e-05,4368,paraxanthine,Xenobiotics,Xanthine Metabolism,LC/MS Neg,100000453,2279.0,179.0575,4687,611-59-6,C13747,HMDB01860
63227,1.464865177390469e-05,5782,3-hydroxy-2-methylpyridine sulfate,Xenobiotics,Chemical,LC/MS Neg,100020975,1849.0,188.0023,,,,
52234,1.4648558881945117e-05,2894,glycosyl-N-stearoyl-sphingosine (d18:1/18:0),Lipid,Hexosylceramides (HCER),LC/MS Pos Late,100001882,3053.0,728.6035,,,,
32504,1.4573921560033435e-05,1460,docosapentaenoate (DPA; 22:5n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100001181,5571.0,329.2486,6441454,2234-74-4,C16513,HMDB06528
513,1.4570665135821445e-05,477,creatinine,Amino Acid,Creatine Metabolism,LC/MS Pos Early,275,2055.0,114.0662,588,60-27-5,C00791,HMDB00562
34456,1.4551075803001427e-05,581,gamma-glutamylisoleucine*,Peptide,Gamma-glutamyl Amino Acid,LC/MS Pos Early,100001485,2940.0,261.1445,14253342,,,HMDB11170
33442,1.4536341316569864e-05,4028,pseudouridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",LC/MS Neg,821,1100.0,243.0623,15047,1445-07-4,C02067,HMDB00767
55072,1.4520340614508463e-05,440,2-oxoarginine*,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,100002784,1760.0,174.0873,558,3715-10-04 00:00:00,C03771,HMDB04225
1585,1.451494388244614e-05,30,N-acetylalanine,Amino Acid,Alanine and Aspartate Metabolism,LC/MS Polar,1110,1564.8,130.05100000000002,88064,97-69-8,C02847,HMDB00766
1365,1.4478636218138012e-05,1406,myristate (14:0),Lipid,Long Chain Saturated Fatty Acid,LC/MS Neg,519,5440.0,227.2017,11005,544-63-8,C06424,HMDB00806
46172,1.4454917416850998e-05,3115,5alpha-pregnan-diol disulfate,Lipid,Progestin Steroids,LC/MS Neg,100002015,4310.0,239.0853,5127902,,,
33973,1.4435191154137735e-05,3168,epiandrosterone sulfate,Lipid,Androgenic Steroids,LC/MS Neg,100001287,4855.0,369.1741,9929317,22229-22-7,,
42092,1.442569536603877e-05,1714,N-palmitoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),LC/MS Neg,100003686,5580.0,312.2544,151008,2441-41-0,,HMDB13034
32418,1.4401396706808758e-05,1425,myristoleate (14:1n5),Lipid,Long Chain Monounsaturated Fatty Acid,LC/MS Neg,100001198,5346.9,225.18599999999998,5281119,544-64-9,C08322,HMDB02000
21158,1.4311512922053066e-05,1861,3-hydroxymyristate,Lipid,"Fatty Acid, Monohydroxy",LC/MS Neg,100000882,5335.0,243.1966,16064,3422-31-9,,
46957,1.429768992924476e-05,4154,gulonate*,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,LC/MS Polar,100001586,2750.0,195.051,152304,20246-53-1,C00257,HMDB03290
60,1.4290030925949409e-05,298,leucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Pos Early,397,2864.0,132.1019,6106,61-90-5,,
62558,1.427673833290147e-05,351,1-carboxyethylisoleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Neg,100020427,2628.0,202.1085,,,,
1567,1.4248023019088458e-05,192,vanillylmandelate (VMA),Amino Acid,Tyrosine Metabolism,LC/MS Neg,1111,941.0,197.0456,1245,55-10-7,C05584,HMDB00291
62559,1.4222152491033005e-05,303,1-carboxyethylleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Neg,100020425,2663.0,202.1085,,,,
46164,1.4213543350418164e-05,4293,3-methyl catechol sulfate (2),Xenobiotics,Benzoate Metabolism,LC/MS Neg,100004110,2860.0,203.002,,,,
34035,1.4204622235983621e-05,1467,linolenate (18:3n3 or 3n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100001337,5450.0,277.2173,5280934,,C06426,HMDB03073
52435,1.4200362514982943e-05,2964,"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*",Lipid,Sphingomyelins,LC/MS Pos Late,100008956,2845.0,799.6687,,,,
48693,1.4187706781867067e-05,5644,3-acetylphenol sulfate,Xenobiotics,Chemical,LC/MS Neg,100004326,2477.0,215.002,,,,
32457,1.418410136224011e-05,1860,3-hydroxylaurate,Lipid,"Fatty Acid, Monohydroxy",LC/MS Neg,100001112,5175.0,215.1653,94216,53941-38-1,,HMDB00387
32391,1.4173974779040885e-05,4373,"1,3-dimethylurate",Xenobiotics,Xanthine Metabolism,LC/MS Neg,100001106,1671.4,195.0524,70346,944-73-0,,HMDB01857
33950,1.4169343142715046e-05,134,N-acetylphenylalanine,Amino Acid,Phenylalanine Metabolism,LC/MS Pos Early,100001256,2680.0,208.0968,74839,2018-61-3,C03519,HMDB00512
53223,1.4139618298621844e-05,1769,palmitoleoylcarnitine (C16:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",LC/MS Pos Late,100009406,1357.0,398.3265,71464547,,,
15679,1.4117454962834686e-05,260,xanthurenate,Amino Acid,Tryptophan Metabolism,LC/MS Neg,100000015,1476.0,204.0302,5699,59-007,C02470,HMDB00881
37076,1.4107934996356191e-05,10,N-acetylserine,Amino Acid,"Glycine, Serine and Threonine Metabolism",LC/MS Polar,100001851,2000.0,146.0459,65249,97-14-3,,HMDB02931
64,1.4101936535588172e-05,133,phenylalanine,Amino Acid,Phenylalanine Metabolism,LC/MS Pos Early,460,2878.0,166.0863,6140,63-91-2,C00079,HMDB00159
37482,1.4087635436941086e-05,3081,17alpha-hydroxypregnenolone 3-sulfate,Lipid,Pregnenolone Steroids,LC/MS Neg,100002128,4800.0,411.1847,152971,28901-70-4,,HMDB00416
48782,1.4066081751858508e-05,245,C-glycosyltryptophan,Amino Acid,Tryptophan Metabolism,LC/MS Pos Early,100006379,2700.0,367.15,10981970,180509-18-6,,
48130,1.40490054853399e-05,3982,N6-succinyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",LC/MS Neg,100001664,940.0,382.1004,165243,4542-23-8,,HMDB00912
47153,1.4023481872150657e-05,2965,"sphingomyelin (d18:1/24:1, d18:2/24:0)*",Lipid,Sphingomyelins,LC/MS Pos Late,100005986,3033.0,813.6844,,94359-13-4,,HMDB12107
46165,1.4006497214355891e-05,4292,3-methyl catechol sulfate (1),Xenobiotics,Benzoate Metabolism,LC/MS Neg,100004112,2790.0,203.002,,,,
52461,1.4005740865463669e-05,2141,1-palmitoyl-2-oleoyl-GPC (16:0/18:1),Lipid,Phosphatidylcholine (PC),LC/MS Pos Late,1539,2358.0,760.5851,6436017,26853-31-6;26853-31-6,,HMDB07972
55,1.3981561128812818e-05,4046,beta-alanine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",LC/MS Pos Early,244,1905.0,90.055,239,56-41-7;107-95-9,C00099,HMDB00056
56,1.3967937239888311e-05,415,cystine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Polar,279,3424.0,239.0166,67678,56-89-3,C00491,HMDB00192
57480,1.3959512037936526e-05,2961,"sphingomyelin (d18:2/21:0, d16:2/23:0)*",Lipid,Sphingomyelins,LC/MS Pos Late,100015790,2330.0,771.6375,,,,
62152,1.3947022447907452e-05,2948,"sphingomyelin (d17:1/14:0, d16:1/15:0)*",Lipid,Sphingomyelins,LC/MS Pos Late,100020276,1950.0,661.5279,,,,
38168,1.393655932419762e-05,3165,16a-hydroxy DHEA 3-sulfate,Lipid,Androgenic Steroids,LC/MS Neg,100002126,4240.0,383.1534,,,,
37186,1.3927911162031624e-05,3200,"5alpha-androstan-3alpha,17beta-diol monosulfate (1)",Lipid,Androgenic Steroids,LC/MS Neg,100002018,4925.0,371.1898,,,,
62873,1.3877943134274208e-05,1395,cis-4-decenoate (10:1n6)*,Lipid,Medium Chain Fatty Acid,LC/MS Neg,100002796,4890.0,169.1234,5312351,505-90-8,,
63590,1.3811996740088097e-05,4146,ascorbic acid 2-sulfate,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,LC/MS Polar,100009329,3042.0,254.9816,86484,,,
1110,1.3789786011436093e-05,1471,arachidonate (20:4n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,229,5535.0,303.233,444899,506-32-1,C00219,HMDB01043
2829,1.3785837455736556e-05,390,N-formylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Neg,194,1543.8,176.0387,439750,4289-98-9,C03145,HMDB01015
61846,1.3720808153829423e-05,3166,androsterone glucuronide,Lipid,Androgenic Steroids,LC/MS Neg,100002761,4953.0,465.2494,114833,1852-43-3,C11135,HMDB02829
42463,1.3707061200929306e-05,2949,"sphingomyelin (d18:1/14:0, d16:1/16:0)*",Lipid,Sphingomyelins,LC/MS Pos Late,100004328,1998.0,675.5436,11433862,,,HMDB12097
35137,1.3702359789322184e-05,4000,"N2,N2-dimethylguanosine",Nucleotide,"Purine Metabolism, Guanine containing",LC/MS Pos Early,100001412,2210.0,312.1303,92919,2140-67-2,,HMDB04824
43829,1.3680961754649578e-05,590,gamma-glutamylvaline,Peptide,Gamma-glutamyl Amino Acid,LC/MS Neg,100001126,1072.0,245.1143,7015683,2746-34-1,,HMDB11172
63230,1.3680038916367707e-05,5780,5-hydroxy-2-methylpyridine sulfate,Xenobiotics,Chemical,LC/MS Neg,100020973,2074.0,188.0023,,,,
36600,1.3618857752789326e-05,2520,1-linoleoyl-GPE (18:2)*,Lipid,Lysophospholipid,LC/MS Pos Late,100001570,1482.0,478.2928,52925130,,,HMDB11507
48153,1.3616787115904901e-05,1260,mannose,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",LC/MS Polar,803,2200.0,225.0616,18950,3458-28-4,C00159,HMDB00169
531,1.3575855202718483e-05,3013,3-hydroxy-3-methylglutarate,Lipid,Mevalonate Metabolism,LC/MS Polar,112,2850.0,161.0456,1662,503-49-1,C03761,HMDB00355
61798,1.3573421289850441e-05,1703,trans-2-hexenoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),LC/MS Neg,100019884,2707.0,170.0823,,,,
35174,1.3572723918995771e-05,1477,mead acid (20:3n9),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100001472,5650.0,305.2486,5312531,20590-32-3,,HMDB10378
63436,1.3555107965520489e-05,1397,(2 or 3)-decenoate (10:1n7 or n8),Lipid,Medium Chain Fatty Acid,LC/MS Neg,100021502,4990.0,169.1234,,,,
39609,1.3548162369398032e-05,1885,16-hydroxypalmitate,Lipid,"Fatty Acid, Monohydroxy",LC/MS Neg,100002953,5236.2,271.2279,10466,506-13-8,C18218,HMDB06294
62562,1.3540570901478587e-05,374,1-carboxyethylvaline,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Neg,100020423,2008.0,188.0928,,,,
1898,1.3532849300603383e-05,444,proline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,480,1603.0,116.0706,145742,147-85-3,C00148,HMDB00162
59,1.3523336654473075e-05,67,histidine,Amino Acid,Histidine Metabolism,LC/MS Neg,355,755.9,154.0622,6274,5934-29-2,C00135,HMDB00177
62060,1.3519540307923279e-05,41,hydroxyasparagine,Amino Acid,Alanine and Aspartate Metabolism,LC/MS Pos Early,100020205,1149.0,149.0557,97663,,C03124,HMDB32332
54885,1.3497123331215284e-05,2562,1-linoleoyl-GPG (18:2)*,Lipid,Lysophospholipid,LC/MS Neg,100009227,5516.0,507.2728,,,,
18280,1.3483412722610114e-05,209,gentisate,Amino Acid,Tyrosine Metabolism,LC/MS Polar,100000447,905.0,153.0193,3469,490-79-9,C00628,HMDB00152
57475,1.3482366306801595e-05,2956,"sphingomyelin (d18:1/19:0, d19:1/18:0)*",Lipid,Sphingomyelins,LC/MS Pos Late,100015787,2330.0,745.6218,,,,
42448,1.3457596719742597e-05,2279,1-stearoyl-2-oleoyl-GPE (18:0/18:1),Lipid,Phosphatidylethanolamine (PE),LC/MS Pos Late,100001856,2858.0,746.5694,,,,HMDB08993
62566,1.3435082777198832e-05,139,1-carboxyethylphenylalanine,Amino Acid,Phenylalanine Metabolism,LC/MS Neg,100020419,2844.0,236.0928,,,,
57595,1.342753065515763e-05,2914,"glycosyl ceramide (d18:1/20:0, d16:1/22:0)*",Lipid,Hexosylceramides (HCER),LC/MS Pos Late,100015882,3414.0,756.6348,,,,
32397,1.3424101468677855e-05,361,3-hydroxy-2-ethylpropionate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Neg,100001170,975.0,117.0557,188979,4374-62-3,,HMDB00396
37192,1.3420135192282675e-05,3207,"5alpha-androstan-3beta,17beta-diol monosulfate (2)",Lipid,Androgenic Steroids,LC/MS Neg,100002024,4685.0,371.1898,,,,
53254,1.341849202018729e-05,4935,caffeic acid sulfate,Xenobiotics,Food Component/Plant,LC/MS Polar,100009337,1307.0,258.9918,,,,HMDB41708
36746,1.3407084165390117e-05,353,2-hydroxy-3-methylvalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Neg,100001541,1800.0,131.0714,164623,488-15-3,,HMDB00317
52433,1.3392981039069213e-05,2951,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*",Lipid,Sphingomyelins,LC/MS Pos Late,100006314,2082.0,689.5592,,121999-58-4,,
46173,1.3381897262450262e-05,1346,aconitate [cis or trans],Energy,TCA Cycle,LC/MS Neg,100001359,580.0,173.0092,,,,
1589,1.3379485011181679e-05,388,N-acetylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Polar,1083,1155.0,190.0543,448580,65-82-7,C02712,HMDB11745
1604,1.3358975544576588e-05,3939,urate,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",LC/MS Neg,1134,757.1,167.0211,1175,69-93-2;120K5305,C00366,HMDB00289
